id,name,url,className,classID,tags,username,license,description,duration,geotags,fold
331221,medium heavy wind gusts 2,https://freesound.org/people/Yoyodaman234/sounds/331221/,007 - Elements,7,['gale'+ 'gust'+ 'nature'+ 'trees'+ 'gusts'+ 'windy'+ 'birds'+ 'wind'],Yoyodaman234,http://creativecommons.org/publicdomain/zero/1.0/,The sound of birds and trees in strong wind gusts. Recorded using the Zoom H6 MS module.,309.552,,0
109485,Wind-Gusts-late-autumn.wav,https://freesound.org/people/BudJillett/sounds/109485/,007 - Elements,7,['autumn'+ 'field-recording'+ 'forest'+ 'gust'+ 'gusting'+ 'gusts'+ 'pine'+ 'wind'],BudJillett,http://creativecommons.org/publicdomain/zero/1.0/,"Field recording in late autumn, New England, during 20+ MPH wind gusts. Pine forest.",306.121,,3
331222,medium heavy wind gusts 1,https://freesound.org/people/Yoyodaman234/sounds/331222/,007 - Elements,7,['gale'+ 'gust'+ 'nature'+ 'trees'+ 'gusts'+ 'windy'+ 'birds'+ 'wind'],Yoyodaman234,http://creativecommons.org/publicdomain/zero/1.0/,The sound of birds and trees in strong wind gusts. Recorded using the Zoom H6 MS module.,624.465,,2
573207,Wind storm gusts trees leaves 180504.wav,https://freesound.org/people/TRP/sounds/573207/,007 - Elements,7,['gusts'+ 'trees'+ 'wind'],TRP,http://creativecommons.org/publicdomain/zero/1.0/,"Wind in trees, leaves, gusts. Neumann KMR82i.",169.81,,5
505273,"Just wind, medium constant gusts",https://freesound.org/people/Diegolar/sounds/505273/,007 - Elements,7,['gusts'+ 'medium'+ 'aerial'+ 'wind'],Diegolar,https://creativecommons.org/licenses/by/4.0/,"Thats it! Just wind. Ok, fine, there's a bird somewhere before the first minute too. Mild to medium intensity gusts, constant and regular.
Recorded with a NTG3 on a MixPre6 and of course wind protection, but not that much.",140.749,-51.5310407066 -72.5873615957,7
454092,mountain wind heavy strong gusts Swiss Alps.flac,https://freesound.org/people/kyles/sounds/454092/,007 - Elements,7,['heavy'+ 'mountain'+ 'Alps'+ 'gusts'+ 'Swiss'+ 'strong'+ 'wind'],kyles,http://creativecommons.org/publicdomain/zero/1.0/,mountain wind heavy strong gusts Swiss Alps.flac,171.223,,1
567356,"200509 Wind, window, cold gusts, moan, whistle, 1pm.wav",https://freesound.org/people/TRP/sounds/567356/,007 - Elements,7,['moan'+ 'inside'+ 'howl'+ 'wind'+ 'gusts'],TRP,http://creativecommons.org/publicdomain/zero/1.0/,"Cold winter wind from window, little gusts. EM127s.",51.733,,5
574554,Wind in trees 70km gusts autumn 77mel 191027.flac,https://freesound.org/people/TRP/sounds/574554/,007 - Elements,7,['gusts'+ 'tree'+ 'wind'],TRP,http://creativecommons.org/publicdomain/zero/1.0/,"Wind gusts in tree, autumn. Stereo spaced EM172s.",176.28,,6
578630,Wind medium to strong gusts in remote countryside (France),https://freesound.org/people/akanjee/sounds/578630/,007 - Elements,7,['mountain'+ 'gusts'+ 'wind-howling'+ 'howling'+ 'windy'+ 'wind'],akanjee,https://creativecommons.org/licenses/by/4.0/,"Low mountain wind in secluded location in South of France at night, gusts of wind, almost no other noise, quite clean. A few drops of rain lightly audible.

Recorded with Tascam DR-40 internal microphones",240.0,44.5608638592 4.98450998049,5
574562,Wind window strong gusts cold 77mel 191230.flac,https://freesound.org/people/TRP/sounds/574562/,007 - Elements,7,['gusts'+ 'window'+ 'winter'+ 'wind'],TRP,http://creativecommons.org/publicdomain/zero/1.0/,"Strong wind gusts from window, cold, winter. Neumann KMR82i.",98.4646,,7
402889,Wind Heavy Gusts,https://freesound.org/people/Kinoton/sounds/402889/,007 - Elements,7,['gusts'+ 'weather'+ 'storm'+ 'wind'],Kinoton,http://creativecommons.org/publicdomain/zero/1.0/,"ORTF Stereo; 
Recorder: H4n Pro;
Microphone: 2x Mk 012, cardioid;",300.0,,3
