id,name,url,className,classID,tags,username,license,description,duration,geotags,fold
628599,microwave cycle with ding 1.wav,https://freesound.org/people/greatsoundstube/sounds/628599/,009 - Cooking_Appliances,9,['ding'+ 'electronic'+ 'bell'+ 'hum'+ 'microwave'+ 'drone'+ 'whir'],greatsoundstube,http://creativecommons.org/publicdomain/zero/1.0/,Microwave cycle with ding at the end.,30.5204,,5
400682,Microwave running stopping,https://freesound.org/people/supersnd/sounds/400682/,009 - Cooking_Appliances,9,['food'+ 'tool'+ 'cooking'+ 'microwave'+ 'wave'+ 'micro'+ 'oven'+ 'cook'+ 'electronic'+ 'kitchen'],supersnd,http://creativecommons.org/publicdomain/zero/1.0/,Sound of a microwave running and stopping. Recorded with an iPhone SE and edited with GoldWave.,60.2498,,6
533754,Microwave.WAV,https://freesound.org/people/jewelconnor/sounds/533754/,009 - Cooking_Appliances,9,['hum'+ 'circuit'+ 'microwave'],jewelconnor,http://creativecommons.org/publicdomain/zero/1.0/,microwave,5.56989,,5
452791,Microwave.wav,https://freesound.org/people/cloe.king/sounds/452791/,009 - Cooking_Appliances,9,['pop-corn'+ 'contact-microphone'+ 'microwave'],cloe.king,http://creativecommons.org/publicdomain/zero/1.0/,microwave,16.5065,,1
267961,microwave.wav,https://freesound.org/people/anagar/sounds/267961/,009 - Cooking_Appliances,9,['turn'+ 'encendido'+ 'microwave'+ 'microondas'],anagar,http://creativecommons.org/publicdomain/zero/1.0/,Microwave,8.89446,,7
508690,Microwave.m4a,https://freesound.org/people/sofiamadeira/sounds/508690/,009 - Cooking_Appliances,9,['cooking'+ 'microwave'+ 'kitchen'],sofiamadeira,http://creativecommons.org/publicdomain/zero/1.0/,Microwave,8.256,,1
219483,Microwave 01.wav,https://freesound.org/people/JarredGibb/sounds/219483/,009 - Cooking_Appliances,9,['Household'+ 'Cooking'+ 'Microwave'+ 'Kitchen'],JarredGibb,http://creativecommons.org/publicdomain/zero/1.0/,A microwave,34.5333,,8
629514,microwave;brrr.wav,https://freesound.org/people/Abir19/sounds/629514/,009 - Cooking_Appliances,9,['buttons'+ 'power'+ 'microwave'+ 'everyday'],Abir19,http://creativecommons.org/publicdomain/zero/1.0/,Microwave.,19.7653,,7
587043,Microwave,https://freesound.org/people/AntoineRomo/sounds/587043/,009 - Cooking_Appliances,9,['Machine'+ 'Warm'+ 'Heating-Up-Food'+ 'Kitchen'+ 'Microwave'],AntoineRomo,http://creativecommons.org/publicdomain/zero/1.0/,Microwave sounds,9.56662,,9
219505,Oven 01.wav,https://freesound.org/people/JarredGibb/sounds/219505/,009 - Cooking_Appliances,9,['cooking'+ 'domestic-sounds'+ 'Oven'+ 'kitchen'],JarredGibb,http://creativecommons.org/publicdomain/zero/1.0/,An oven,24.3498,,5
