name,url,uuid,tags,username,license,description,duration,geotags
STE-000.wav,https://freesound.org/people/ejcravens@bsu.edu/sounds/82467/,d2b1704c-a20c-4ed6-ae2b-694bf16bfe10,['bags'+ 'cat'+ 'plastic'+ 'playful'],ejcravens@bsu.edu,http://creativecommons.org/licenses/sampling+/1.0/,Kitten playing with a Wal-mart bag.,68.0954,
OpeningMedicineBlister-Remedio-Pilha-Bateria-EmbalagensTipoBlister.wav,https://freesound.org/people/Leossom/sounds/169653/,a62f994b-9dca-4f30-adb0-4ca923a0dbab,['blister'+ 'bags'+ 'battery'+ 'Folley'+ 'ambiance'+ 'blisters'+ 'plastic'+ 'remedy'],Leossom,http://creativecommons.org/publicdomain/zero/1.0/,"Sound recorded on set. The actor is opening a remedy´s blister. This sound also serves for other types of packaging, such as battery, envelopes, plastic boxes, finally, serves to open plastic packaging in general.
-----------------------------
Som gravado no set . O ator está abrindo um blister de remedio. Este som também serve para outros tipos de embalagem, como pilha, envelopes, caixinhas de plastico, enfim , serve para a abertura de embalagens plasticas de modo geral . ",47.121,
Colombian_Supermarket_Quad.wav,https://freesound.org/people/USBMED_Ambiences_Sound_Library/sounds/636815/,dd002d2e-565f-4c0f-94fc-c681460984a6,['Walla'+ 'Bags'+ 'Shopping'+ 'Register'+ 'Cash'+ 'Plastic'+ 'Indoors'+ 'Ambience'+ 'Crowds'],USBMED_Ambiences_Sound_Library,https://creativecommons.org/licenses/by/4.0/,"Colombian Supermarket Mall Walla Quad, Recorded with Zoom H3-VR",240.0,
Colombian_Supermarket_Stereo.wav,https://freesound.org/people/USBMED_Ambiences_Sound_Library/sounds/636814/,eefcbb17-b301-4390-b0f9-ac0a6d2a096d,['Walla'+ 'Bags'+ 'Shopping'+ 'Register'+ 'Cash'+ 'Plastic'+ 'Indoors'+ 'Ambience'+ 'Crowds'],USBMED_Ambiences_Sound_Library,https://creativecommons.org/licenses/by/4.0/,"Colombian Supermarket Mall Walla Stereo, Recorded with Zoom H3-VR",240.0,
Colombian_Supermarket_AmbiX.wav,https://freesound.org/people/USBMED_Ambiences_Sound_Library/sounds/636817/,ecc4fcb4-f420-4249-822e-a0547d3f695e,['Walla'+ 'Bags'+ 'Shopping'+ 'Register'+ 'Cash'+ 'Plastic'+ 'Indoors'+ 'Ambience'+ 'Crowds'],USBMED_Ambiences_Sound_Library,https://creativecommons.org/licenses/by/4.0/,"Colombian Supermarket Mall Walla AmbiX, Recorded with Zoom H3-VR",240.0,
Colombian_Supermarket_Cash_Register_Area_Busy_Stereo.wav,https://freesound.org/people/USBMED_Ambiences_Sound_Library/sounds/636828/,155ea326-a6d9-45f7-9ff8-1a7db68eab57,['Walla'+ 'Bags'+ 'Busy'+ 'Shopping'+ 'Cars'+ 'Register'+ 'Cash'+ 'Plastic'+ 'Indoors'+ 'Ambience'+ 'Crowds'],USBMED_Ambiences_Sound_Library,https://creativecommons.org/licenses/by/4.0/,"Colombian Cash Register Area Walla in Busy Supermarket Stereo, Recorded With Zoom H3-VR",240.0,
Colombian_Supermarket_Cash_Register_Area_Busy_Quad.wav,https://freesound.org/people/USBMED_Ambiences_Sound_Library/sounds/636829/,e8898ddc-12bf-4fb4-9d35-07f4aa61524d,['Walla'+ 'Bags'+ 'Busy'+ 'Shopping'+ 'Cars'+ 'Register'+ 'Cash'+ 'Plastic'+ 'Indoors'+ 'Ambience'+ 'Crowds'],USBMED_Ambiences_Sound_Library,https://creativecommons.org/licenses/by/4.0/,"Colombian Cash Register Area Walla in Busy Supermarket Quad, Recorded With Zoom H3-VR",240.0,
Colombian_Supermarket_Cash_Register_Area_Busy_AmbiX.wav,https://freesound.org/people/USBMED_Ambiences_Sound_Library/sounds/636831/,9dbf58c7-d16f-4271-afc5-64efd2e9cf35,['Walla'+ 'Bags'+ 'Busy'+ 'Shopping'+ 'Cars'+ 'Register'+ 'Cash'+ 'Plastic'+ 'Indoors'+ 'Ambience'+ 'Crowds'],USBMED_Ambiences_Sound_Library,https://creativecommons.org/licenses/by/4.0/,"Colombian Cash Register Area Walla in Busy Supermarket AmbiX, Recorded With Zoom H3-VR",240.0,
Colombian_Supermarket_FormatA.wav,https://freesound.org/people/USBMED_Ambiences_Sound_Library/sounds/636816/,e895e425-2641-4499-80c7-372728de2f99,['Walla'+ 'Bags'+ 'Shopping'+ 'Register'+ 'Cash'+ 'Plastic'+ 'Indoors'+ 'Ambience'+ 'Crowds'],USBMED_Ambiences_Sound_Library,https://creativecommons.org/licenses/by/4.0/,"Colombian Supermarket Mall Walla Ambisonics Format A, Recorded with Zoom H3-VR",240.0,
QFC CHECK OUT(1).mp3,https://freesound.org/people/tubbers/sounds/206120/,4d53f327-68c3-4169-a8f2-44ef6804e345,['Bags'+ 'Automatic'+ 'Beeps'+ 'Plastic'+ 'Stand'+ 'Doors'+ 'Voice'+ 'Electronic'+ 'Check'+ 'Out'],tubbers,http://creativecommons.org/publicdomain/zero/1.0/,I recorded this at the grocery store in town and used my Yamaha Pocketrak recorder. Please comment on what you will use it for. :^),89.7327,
Key noises.wav,https://freesound.org/people/sKydran/sounds/131437/,48ecdb5e-f840-4e2d-84fd-09b89fa2c41f,['Keys'+ 'home'+ 'keys'],sKydran,http://creativecommons.org/publicdomain/zero/1.0/,Keys noises/shaking. Recorded in audacity in mono (My First Upload!!!),5.38703,
Piano Keys x3,https://freesound.org/people/theoctopus559/sounds/622902/,45f59141-0d1e-478f-a72b-48df2ce4fee3,['chord'+ 'chords'+ 'Keys'+ 'Sample'+ 'keys'+ 'synth'+ 'Piano'+ 'piano'+ 'loop'],theoctopus559,https://creativecommons.org/licenses/by/4.0/,"Me doing a loop with my right hand on the piano. (can be used in conjunction with Piano Keys x1 x2) 

to credit correctly please Credit me as
*Nicholas The Octopus Camarena*",13.4531,
Foley_Keys_Drop_Tile_Mono_NTG4P.wav,https://freesound.org/people/Nox_Sound/sounds/550339/,3fe88161-ae0e-44e0-bf95-aa458eb2af4d,['zoom'+ 'H5'+ 'Foley'+ 'foley'+ 'tile'+ 'Drop'+ 'NTG4'+ 'keys'+ 'mono'+ 'drop'+ 'Rode'+ 'Keys'+ 'short'+ 'clean'+ 'Tile'],Nox_Sound,http://creativecommons.org/publicdomain/zero/1.0/,"Keys drop on Tile (x5).

You can edit it with Reaper/Audacity/etc.

Gear : Rode NTG4+
File: 48khz, 24 bit, Mono, Wav.",5.70779,
Foley_Keys_Movement_Mono_NTG4P.wav,https://freesound.org/people/Nox_Sound/sounds/550338/,3baeabcb-07ce-4dea-918c-b6bdee5999e6,['Foley'+ 'foley'+ 'short'+ 'NTG4'+ 'keys'+ 'mono'+ 'rode'+ 'zoom'+ 'h5'+ 'Keys'+ 'manipulation'+ 'movement'+ 'Movement'],Nox_Sound,http://creativecommons.org/publicdomain/zero/1.0/,"Keys movements - manipulation (x5).

You can edit it with Reaper/Audacity/etc.

Gear : Rode NTG4+
File: 48khz, 24 bit, Mono, Wav.",10.0462,
keys on door and open.wav,https://freesound.org/people/sKydran/sounds/131438/,e1531d25-de52-4823-862a-594a380444cf,['keys'+ 'door'+ 'key'+ 'opening'],sKydran,http://creativecommons.org/publicdomain/zero/1.0/,Keys going in the door and turning Open/close. Recorded in Audacity in mono.,7.22141,
Keys Jingling 2_3,https://freesound.org/people/Joao_Janz/sounds/485119/,4b6e1f2c-857a-402a-b93a-ce9b4d3027e9,['Sound'+ 'Real'+ 'Door'+ 'Keys'+ 'Lock'+ 'Jingling'+ 'Recording'+ 'Rattle'+ 'Foley'+ 'Design'+ 'Key'+ 'Jingle'],Joao_Janz,https://creativecommons.org/licenses/by-nc/4.0/,"Recorded and processed at 24bit 48kHz using the Tascam DR-40 Linear PCM Recorder.

Processing: Gain-staging and soft high and low frequency filtering. No EQ boost or cuts anywhere else. Also De-noised.",5.32046,
velcro.WAV,https://freesound.org/people/dly0694/sounds/620377/,ce1ba248-fbad-4d95-b5a0-19349dcab4f8,['velcro'+ 'fabric'+ 'rip'+ 'Velcro'],dly0694,http://creativecommons.org/publicdomain/zero/1.0/,I recorded myself pulling Velcro from my camera bag using a shotgun mic.,5.79667,
Velcro 2,https://freesound.org/people/CassieTee/sounds/231630/,5407d1ca-b3fe-4ffc-8ac0-835042ffb752,['tear'+ 'cloth'+ 'fabric'+ 'rip'+ 'Velcro'],CassieTee,http://creativecommons.org/licenses/by-nc/3.0/,"Attempt to make a high quality ripping sound using Velcro.
Made with a friend's mic.",5.83501,
Silverware_rubbing_on_plate.aif,https://freesound.org/people/tmkappelt/sounds/85705/,eeae0bb1-4998-4d52-9f2c-d999c87831b8,['plate'+ 'silverware'],tmkappelt,http://creativecommons.org/publicdomain/zero/1.0/,silverware ,5.08,
Silverware_tapping_on_plate.aif,https://freesound.org/people/tmkappelt/sounds/85706/,22c2e5ac-d2e6-418c-94bf-2b8741cc850b,['plate'+ 'silverware'],tmkappelt,http://creativecommons.org/publicdomain/zero/1.0/,silverware ,5.08,
Cubiertos.wav,https://freesound.org/people/nmarciniegasm/sounds/237306/,ea0bd3e8-e382-4b24-bbaf-ca6dbcf24879,['Dish'+ 'Shaking'+ 'Silverware'+ 'Crashing'],nmarciniegasm,http://creativecommons.org/publicdomain/zero/1.0/,Silverware,21.7467,
Metal Silverware,https://freesound.org/people/bwarpus99/sounds/452539/,e665004d-792d-4855-a485-51da072ffb03,['utensils'+ 'metal'+ 'silver'],bwarpus99,http://creativecommons.org/publicdomain/zero/1.0/,This is the sound of fiddling with metallic silverware.,11.4947,
PoltergeistSilverware.wav,https://freesound.org/people/MindlessTrails/sounds/509543/,940b7316-1895-40c6-962e-07b11232409e,['Ghost'+ 'Table'+ 'Haunted'+ 'Silverware'+ 'Rattling'],MindlessTrails,http://creativecommons.org/publicdomain/zero/1.0/,The sound of silverware rattling on a table.,11.6845,
Silverware.WAV.wav,https://freesound.org/people/meghannmiller/sounds/462486/,650c0479-129b-4136-bb2e-bbcc629dded3,['plate'+ 'silverware'+ 'scratch'],meghannmiller,http://creativecommons.org/publicdomain/zero/1.0/,sound of silverware on a plate,9.13702,
Cans in the wind in a garden in Ukraine to move away the moles.,https://freesound.org/people/felix.blume/sounds/117260/,250e3c0d-0c87-433e-8581-ca5dccdc4fbc,['can'+ 'cans'+ 'cfe101022t062'+ 'clinks'+ 'garden'+ 'metal'+ 'ukrania'+ 'village'+ 'wind'+ 'barking'+ 'felix'+ 'Dogs'+ 'away'+ 'Ukraine'+ 'move'+ 'field-recording'+ 'background'+ 'a'+ 'molesRecorded'+ 'blume'+ 'Cans'+ 'small'],felix.blume,http://creativecommons.org/publicdomain/zero/1.0/,"Cans in the wind in a garden in Ukraine to move away the moles.
Recorded in a small village. Dogs are barking in background.

Sound recorded by a MS setup Schoeps Microphone CCM41+CCM8
Sound Devices 552 mixer + Sound Devices 744T recorder
MS is not encoded
recorded in 2010
Sound Ref: cfe101022t062
Same sound on SoundCloud: <a href=""https://soundcloud.com/felixblume/ukraine-village"" rel=""nofollow"">https://soundcloud.com/felixblume/ukraine-village</a>

You can find the same sound in MS encoded on 
<a href=""http://www.freesound.org/people/felix.blume/sounds/139008/"" rel=""nofollow"">http://www.freesound.org/people/felix.blume/sounds/139008/</a>

more sounds on <a href=""http://www.felixblume.com"" rel=""nofollow"">http://www.felixblume.com</a>

Please rate the sound or comment it if you like it !",361.0,51.1629830687 27.6937866211
2 carbonated can opening.wav,https://freesound.org/people/Brown_Sound/sounds/563227/,08c7bc39-a6be-4d2c-b205-8a03e909176a,['steel'+ 'carbonated'+ 'container'+ 'noise'+ 'crash'+ 'field-recording'+ 'pail'+ 'opening'+ 'toss'+ 'coke'+ 'metal'+ 'water'+ 'tin'+ 'industrial'+ 'cans'+ 'bottle'+ 'bin'+ 'hit'+ 'trash'+ 'throw'+ 'can'],Brown_Sound,http://creativecommons.org/licenses/by/3.0/,opening can with fuzz (carbonated can).,6.47546,
1 carbonated can opening.wav,https://freesound.org/people/Brown_Sound/sounds/563222/,f4051126-1a76-4136-9d5b-2e881aca043a,['steel'+ 'carbonated'+ 'container'+ 'noise'+ 'crash'+ 'field-recording'+ 'pail'+ 'opening'+ 'toss'+ 'coke'+ 'metal'+ 'water'+ 'tin'+ 'industrial'+ 'cans'+ 'bottle'+ 'bin'+ 'hit'+ 'trash'+ 'throw'+ 'can'],Brown_Sound,http://creativecommons.org/licenses/by/3.0/,Opening carbonated water can.,7.23882,
3 carbonated can opening.wav,https://freesound.org/people/Brown_Sound/sounds/563226/,8e7c0833-aec7-4b84-8425-99411349fab2,['steel'+ 'carbonated'+ 'container'+ 'noise'+ 'crash'+ 'field-recording'+ 'pail'+ 'opening'+ 'toss'+ 'coke'+ 'metal'+ 'water'+ 'tin'+ 'industrial'+ 'cans'+ 'bottle'+ 'bin'+ 'hit'+ 'trash'+ 'throw'+ 'can'],Brown_Sound,http://creativecommons.org/licenses/by/3.0/,Opening carbonated can.,6.2244,
4 Carbonated (cans) opening.wav,https://freesound.org/people/Brown_Sound/sounds/563225/,59b745e2-a59f-495b-af24-df08b32c98b5,['steel'+ 'carbonated'+ 'container'+ 'noise'+ 'crash'+ 'field-recording'+ 'pail'+ 'opening'+ 'toss'+ 'coke'+ 'metal'+ 'water'+ 'tin'+ 'industrial'+ 'cans'+ 'bottle'+ 'bin'+ 'hit'+ 'trash'+ 'throw'+ 'can'],Brown_Sound,http://creativecommons.org/licenses/by/3.0/,opening 3 cans one after the other.,10.8132,
Aluminium Cans Crushed.wav,https://freesound.org/people/Benboncan/sounds/63501/,b659c498-8648-4692-9dde-7c84f3f4bdbb,['aluminium'+ 'beer-cans'+ 'cans'+ 'crush'+ 'crushing'+ 'feet'+ 'flattening'+ 'metallic'+ 'stamp'+ 'stamping'+ 'stereo'+ 'stomp'+ 'stomps'+ 'tinnies'+ 'tubes'+ 'xy'],Benboncan,https://creativecommons.org/licenses/by/4.0/,A stereo recording of aluminium beer cans being crushed by two pairs of feet prior to recycling. Rode NT4 &gt; FEL battery pre-amp &gt; Zoom H2 line in.,78.468,
Aluminium Cans Crushed Slowly.wav,https://freesound.org/people/Benboncan/sounds/65372/,d558e527-b616-48b9-8383-3085c2ebcfe1,['aluminium'+ 'beer-cans'+ 'cans'+ 'crush'+ 'crushing'+ 'feet'+ 'flattening'+ 'metallic'+ 'stamp'+ 'stamping'+ 'stereo'+ 'stomp'+ 'stomps'+ 'tinnies'+ 'tubes'+ 'xy'],Benboncan,https://creativecommons.org/licenses/by/4.0/,A stereo recording of aluminium beer cans being crushed slowly by one pair of feet prior to recycling. Rode NT-4 &gt; FEL battery pre-amp &gt; Zoom H2 line in.,55.5413,
Cans colliding.wav,https://freesound.org/people/Nontu_Lwazi00/sounds/541924/,8b9a2258-8cfc-40f9-bf03-6833ce94c729,['collision'+ 'OWI'+ 'cans'],Nontu_Lwazi00,http://creativecommons.org/licenses/by-nc/3.0/,Cans colliding.,13.2446,
cans.wav,https://freesound.org/people/cognito%20perceptu/sounds/38018/,0b62dcc5-7e11-438e-889c-bf8d2914b62e,['beat'+ 'cans'+ 'drums'+ 'kitchen'+ 'offbeat'],cognito perceptu,http://creativecommons.org/publicdomain/zero/1.0/,"An offbeat beat using emptied cans of vegetables and other edibles, like oatmeal.",7.61016,
Empty Cans Rattling,https://freesound.org/people/deleted_user_7146007/sounds/383674/,b38fdbda-29bb-45c6-a65e-2d6d316ea426,['Cans'+ 'Empty'+ 'Rattling'],deleted_user_7146007,http://creativecommons.org/publicdomain/zero/1.0/,Empty Cans Rattling,25.5417,
Alluminium Parts Moving,https://freesound.org/people/The-Sacha-Rush/sounds/455335/,ee4da4d7-d5a6-463a-ae4d-cc79055ac0f9,['box'+ 'real'+ 'field-recording'+ 'fields'+ 'metal'+ 'alluminium'+ 'parts'+ 'moving'+ 'cuts'],The-Sacha-Rush,http://creativecommons.org/publicdomain/zero/1.0/,Sounds of few alluminium cuts moving.,5.80499,
box cutter in and out.wav,https://freesound.org/people/lartti/sounds/527556/,19a43cae-2921-4dfe-9827-089f60b69d1c,['Box'+ 'tool'+ 'moving'+ 'knife'+ 'cutter'],lartti,http://creativecommons.org/publicdomain/zero/1.0/,Opening and closing box cutter knife.,16.0129,
Filling and organising a box.wav,https://freesound.org/people/StudentTanita/sounds/327151/,7c7cf8e0-0e6d-4d5c-b13b-0b9eba445177,['office'+ 'move'+ 'packet'+ 'drawer'+ 'paper'+ 'anger'+ 'rough'+ 'fill'+ 'pouring'+ 'container'+ 'angry'+ 'fast'+ 'plastic'+ 'sound-effect'+ 'desk'+ 'sort'+ 'boxes'+ 'moving'+ 'organising'+ 'OWI'+ 'box'+ 'items'+ 'inside'+ 'pour'+ 'filling'+ 'organise'+ 'quick'],StudentTanita,http://creativecommons.org/licenses/by-nc/3.0/,quickly filling a box with paper and other desk items,36.0805,
17 Cardboard Handling Longer.mp3,https://freesound.org/people/Coral_Island_Studios/sounds/459444/,19576cbc-0d8c-4803-9625-669fa12b386b,['box'+ 'foley'+ 'handling'+ 'paper'+ 'moving'+ 'scooting'+ 'cardboard'],Coral_Island_Studios,http://creativecommons.org/publicdomain/zero/1.0/,"cardboard, paper, box, foley, moving, scooting, handling,",5.31698,
Colombian_Supermarket_Cash_Register_Area_Busy_FormatA.wav,https://freesound.org/people/USBMED_Ambiences_Sound_Library/sounds/636830/,4b3cb5b4-2760-48ce-9dc7-2b2415c619af,['Walla'+ 'Bags'+ 'Busy'+ 'Shopping'+ 'Cars'+ 'Register'+ 'Cash'+ 'Plastic'+ 'Indoors'+ 'Ambience'+ 'Crowds'],USBMED_Ambiences_Sound_Library,https://creativecommons.org/licenses/by/4.0/,"Colombian Cash Register Area Walla in Busy Supermarket Ambisonics Format A, Recorded With Zoom H3-VR",240.0,
18 Cliff Rd.MP3,https://freesound.org/people/4Cairnz/sounds/650792/,742654f0-bd93-4cd7-9969-a78b932cfac4,['crowds'+ 'bags'+ 'beach'+ 'cyclists'+ 'plastic'],4Cairnz,http://creativecommons.org/publicdomain/zero/1.0/,"walking south down Cliff Rd, towards where the main action / last kilometre of the city loop was (18.9.2022)",702.969,-34.416842573 150.901637079
Awkward Grocery Shopping,https://freesound.org/people/Pagh_Sounds/sounds/435763/,83ae27ac-7ba5-4051-b129-0da41f34903e,['Cash'+ 'Plastic'+ 'Shop'+ 'Urban'+ 'Grocery'+ 'Shopping'+ 'Bags'+ 'Register'+ 'Ambient'],Pagh_Sounds,http://creativecommons.org/publicdomain/zero/1.0/,Awkward grocery shopping,178.837,44.9995054136 -93.332536643
Plastic grocery bags.m4a,https://freesound.org/people/a23spyro/sounds/633943/,06fe043c-6b7f-4bfb-9eaf-f8b381e83e2a,['Bags'+ 'crackle'+ 'pop'+ 'static'+ 'crack'+ 'snap'+ 'click'],a23spyro,http://creativecommons.org/publicdomain/zero/1.0/,"You could pretend this what ever you want. It could be fire crackling, a rock slide, walking through snow, an ocean… but it’s just a bunch of Safeway and Walmart grocery bags. Have fun",160.543,
bangs-echo-3x.mp3,https://freesound.org/people/Eelke/sounds/170423/,494df048-c4d5-4974-a9c2-d1e6f708c41c,['explode'+ 'bags'+ 'bang'+ 'echo'+ 'impact'],Eelke,http://creativecommons.org/publicdomain/zero/1.0/,Three times a plastic bag exploded in a big hall with natural echo.,8.34719,
1 min.wav,https://freesound.org/people/THIHAHTUT9/sounds/447484/,d4de59d9-c2e4-4a6c-bf26-4752c1382206,['bags'+ 'trucks'+ 'cars'+ 'voices'+ 'bikes'+ 'bus'],THIHAHTUT9,http://creativecommons.org/publicdomain/zero/1.0/,"The sounds of industrial environment as you walk down the neighborhood, you hear a bell chime from a bicycle and a random kick into some plastic material. Soon after a motorbike passes by and the sound of people chattering. Next a trucks hydraulics releasing air",60.1584,
tempesta.mp3,https://freesound.org/people/sonsdebarcelona/sounds/67769/,690c4cb8-42eb-4643-8346-1fc9346a6162,['bags'+ 'barcelona-sant-marti'+ 'blow'+ 'fall'+ 'human'+ 'machines-artifacts'+ 'nature'+ 'other'+ 'rain'+ 'sea'+ 'ship'+ 'sonsdebarcelona-ceip-antoni-brusi'+ 'storm'+ 'wind'],sonsdebarcelona,http://creativecommons.org/licenses/by-nc/3.0/,Moving and rubbing plastic bags we provoked the sound of a storm at the sea and blew a tube to represent the sound of a ship. We also beat with the fingers with irregular rhythm and with a growing volume to simulate the sound of the rain. Recorded with an Edirol R-09 and the built-in  microphones. Date and time of the recorded sound: 2009-02-04 12:31:10. sonsdebarcelona's user: ceip-antoni-brusi,136.739,41.3908 2.18917
rustle a plastic bag01.wav,https://freesound.org/people/nknverpacker/sounds/563854/,e524494c-d7f0-4a09-a2a1-04682cf5ea5b,['wrapping'+ 'crackle'+ 'rustle'+ 'plastic-bag'+ 'plastic'],nknverpacker,http://creativecommons.org/publicdomain/zero/1.0/,crackling plasting bag recorded with zoom H4n,5.16,
rustle a plastic bag04.wav,https://freesound.org/people/nknverpacker/sounds/563851/,2201df50-f285-4c2e-a867-eb6ee94117c1,['wrapping'+ 'crackle'+ 'rustle'+ 'plastic-bag'+ 'plastic'],nknverpacker,http://creativecommons.org/publicdomain/zero/1.0/,crackling plasting bag recorded with zoom H4n,6.84,
Velcro,https://freesound.org/people/RuonVNiekerk/sounds/327915/,de4e29c8-b82f-415d-ace8-b381d8760ffb,['tear'+ 'rip'+ 'velcro'],RuonVNiekerk,http://creativecommons.org/licenses/by/3.0/,Velcro sound... Recorded with Tascam.,13.344,
