id,name,url,className,classID,tags,username,license,description,duration,geotags,fold
518166,Dog walks on wooden floor,https://freesound.org/people/Elenalostale/sounds/518166/,005 - Animals,4,['walking'+ 'floor'+ 'wooden'+ 'Dog'+ 'dog'+ 'steps'],Elenalostale,http://creativecommons.org/publicdomain/zero/1.0/,Dog walks on wooden floor,9.86848,40.46792 -3.71513,4
518570,Barking Dogs.wav,https://freesound.org/people/Astounded/sounds/518570/,005 - Animals,4,['Ferrell-dogs'+ 'guarding-dog'+ 'doggie-daycare'+ 'Hunde'+ 'dog-bark'+ 'Dog'+ 'Hund'+ 'dogs'+ 'guard-dog'+ 'growling'+ 'growl'+ 'puppy'+ 'barking'+ 'animal'+ 'barking-dogs'+ 'dog'+ 'angry'+ 'pet'+ 'pets'+ 'bark'+ 'howl'+ 'Astbury'],Astounded,https://creativecommons.org/licenses/by/4.0/,"This is a recording of a group of around 15 dogs all barking as they come out to play.

If needed I can provide any recordings of dog sounds on request.",29.222,47.6349737226 8.65982347278,9
413758,dogbarking.mp3,https://freesound.org/people/lala_davis554/sounds/413758/,005 - Animals,4,['big'+ 'bark'+ 'dog'+ 'Dog'+ 'barking'],lala_davis554,http://creativecommons.org/publicdomain/zero/1.0/,A dog barking,8.86712,,2
406085,"Dog Barking, Single, A.wav",https://freesound.org/people/InspectorJ/sounds/406085/,005 - Animals,4,['Growling'+ 'Barking'+ 'growling'+ 'dog'+ 'Dog'+ 'Bark'+ 'bark'+ 'barking'],InspectorJ,https://creativecommons.org/licenses/by/4.0/,"My neighbour's dog never stops... so I finally decided to get something out of it - here is a snippet. The barks have a natural echo from the surrounding countryside, and some nearby birds were chirping. I have applied occasional EQ to reduce the bass frequencies. A little bit of handling noise.

<b>This sound is <u>not</u> in the public domain. Please attribute/credit the sound if you use it.</b> If you would prefer to not have to give attribution, then take a look at the <b><a href=""https://www.jshaw.co.uk/inspectorj-freesound-library"" rel=""nofollow"">attribution-free license</a></b>.

An example of how you might credit is by putting this in the description/credits:
""Dog Barking, Single, A.wav"" by InspectorJ (<a href=""http://www.jshaw.co.uk"" rel=""nofollow"">www.jshaw.co.uk</a>) of <a href=""http://Freesound.org"" rel=""nofollow"">Freesound.org</a>

If any of these sounds have been of help, and you are feeling charitable, please do consider<b> <a href=""http://www.freesound.org/donations/donate/"" rel=""nofollow"">donating to Freesound</a> </b>to help keep the site running (a link is also on the home page). Any donations are greatly appreciated! And for more awesome sounds, do please <b><a href=""https://www.jshaw.co.uk/libraries"" rel=""nofollow"">check out my sound libraries</a></b> or <b><a href=""https://www.jshaw.co.uk/store"" rel=""nofollow"">SFX store</a></b>.

Please comment on where you intend to use the sound, and feel free to post a link to the work where you used it if you want (I enjoy watching/listening to anything you create!)

The sound was recorded using a ""H1 Zoom recorder"" on 25th October 2017.

Note: Audio quality is always better when downloaded.",66.6676,,6
276267,Mr Dog_01.wav,https://freesound.org/people/ScouseMouseJB/sounds/276267/,005 - Animals,4,['growling'+ 'Growl'+ 'barking'+ 'Big'+ 'angry'+ 'Dog'+ 'dog'+ 'wolf'+ 'Animal'+ 'bark'+ 'Creature'],ScouseMouseJB,http://creativecommons.org/publicdomain/zero/1.0/,Recording of my alaskan malamute barking.,79.7765,54.9854941656 -3.25881958008,0
421810,dogs_1.WAV,https://freesound.org/people/lupalenzuela/sounds/421810/,005 - Animals,4,['growling'+ 'outdoor'+ 'barking'+ 'dog'+ 'woof'+ 'animal'],lupalenzuela,http://creativecommons.org/publicdomain/zero/1.0/,This was recording near a dog crate with dogs,87.3747,,2
188879,Dog Chewing Snack.wav,https://freesound.org/people/Suprasummun/sounds/188879/,005 - Animals,4,['chew'+ 'biscuit'+ 'noise'+ 'dog'],Suprasummun,https://creativecommons.org/licenses/by/4.0/,Sound of my dog happilly chewing a snack.,59.4533,,2
321179,Small growling dog,https://freesound.org/people/Jickle/sounds/321179/,005 - Animals,4,['moan'+ 'growl'+ 'groan'+ 'dog'+ 'beast'+ 'miniature'+ 'animal'+ 'small'+ 'grunt'+ 'guttural'],Jickle,http://creativecommons.org/licenses/by/3.0/,My small dog growling near the mic. Captured on a USB yeti mic.,32.9096,,5
180977,Barking Dog,https://freesound.org/people/Suprasummun/sounds/180977/,005 - Animals,4,['bark'+ 'happy'+ 'loud'+ 'dog'+ 'barking'],Suprasummun,http://creativecommons.org/publicdomain/zero/1.0/,"This is a recording of my Highland West Terrier dog, happily barking after discovering that she was about to be taken out to the streets for a walk with me. Recorded with a Zoom H4n Stereo at 48Khz 24bits",27.572,-22.9678768133 -43.2270812988,10
213889,The cat's meow,https://freesound.org/people/Counter-gamer/sounds/213889/,005 - Animals,4,['sound'+ 'Meow'+ 'kitty'+ 'mew'+ 'cat'+ 's'+ 'kitten'+ 'Cat'],Counter-gamer,http://creativecommons.org/licenses/by/3.0/,The cat's meow,14.9327,,1
