id,name,url,className,classID,tags,username,license,description,duration,geotags,fold
459977,Soft Wind,https://freesound.org/people/florianreichelt/sounds/459977/,004 - Elements,3,['sound'+ 'atmosphere'+ 'noise'+ 'general-noise'+ 'atmo'+ 'nature'+ 'ambiance'+ 'background-sound'+ 'Air'+ 'breath'+ 'windy'+ 'atmos'+ 'wind'+ 'background'+ 'ambient'+ 'ambience'+ 'atmospheric'+ 'soundscape'+ 'Soft'+ 'white-noise'+ 'Wind'],florianreichelt,http://creativecommons.org/publicdomain/zero/1.0/,"Need FREE Sound Effects or Music for your Projects?
Use Epidemic Sound! <a href=""http://share.epidemicsound.com/flo"" rel=""nofollow"">http://share.epidemicsound.com/flo</a> - 30DaysFree/able to cancel on MonthlyBasis

Watch my short film about Social Media: <a href=""https://youtu.be/3TbWTO_tSW8"" rel=""nofollow"">https://youtu.be/3TbWTO_tSW8</a> 


Keywords: Wind, Soft, Air, nature, breath, windy, sound, noise, ambient, ambience, wind, white-noise,  background-sound general-noise atmosphere background background ambiance soundscape atmos atmo atmospheric",35.6713,,0
525292,wind.wav,https://freesound.org/people/nelstayade/sounds/525292/,004 - Elements,3,['sound'+ 'blow'+ 'blowing'+ 'howling'+ 'windy'+ 'wind'+ 'Wind'],nelstayade,http://creativecommons.org/publicdomain/zero/1.0/,sound of wind,45.04,,9
405561,"Wind, Realistic, A.wav",https://freesound.org/people/InspectorJ/sounds/405561/,004 - Elements,3,['Blow'+ 'blow'+ 'Blowing'+ 'realistic'+ 'trees'+ 'windy'+ 'Trees'+ 'Realistic'+ 'Windy'+ 'blowing'+ 'wind'+ 'Wind'],InspectorJ,https://creativecommons.org/licenses/by/4.0/,"Audio of moderate winds blowing through trees and bushes on the morning of Storm Brian. I have applied some EQ to cut out wind interference.

<b>This sound is <u>not</u> in the public domain. Please attribute/credit the sound if you use it.</b> If you would prefer to not have to give attribution, then take a look at the <b><a href=""https://www.jshaw.co.uk/inspectorj-freesound-library"" rel=""nofollow"">attribution-free license</a></b>.

An example of how you might credit is by putting this in the description/credits:
""Wind, Realistic, A.wav"" by InspectorJ (<a href=""http://www.jshaw.co.uk"" rel=""nofollow"">www.jshaw.co.uk</a>) of <a href=""http://Freesound.org"" rel=""nofollow"">Freesound.org</a>

If any of these sounds have been of help, and you are feeling charitable, please do consider<b> <a href=""http://www.freesound.org/donations/donate/"" rel=""nofollow"">donating to Freesound</a> </b>to help keep the site running (a link is also on the home page). Any donations are greatly appreciated! And for more awesome sounds, do please <b><a href=""https://www.jshaw.co.uk/libraries"" rel=""nofollow"">check out my sound libraries</a></b> or <b><a href=""https://www.jshaw.co.uk/store"" rel=""nofollow"">SFX store</a></b>.

Please comment on where you intend to use the sound, and feel free to post a link to the work where you used it if you want (I enjoy watching/listening to anything you create!)

The sound was recorded using a ""H1 Zoom recorder"" on 21st October 2017.

Note: Audio quality is always better when downloaded.",48.0872,51.1540607053 -0.651197433472,9
411577,"Ambience, Wind Chimes, B.wav",https://freesound.org/people/InspectorJ/sounds/411577/,004 - Elements,3,['Chimes'+ 'bright'+ 'Wind-chimes'+ 'Sparkle'+ 'chimes'+ 'Ambiance'+ 'Twinkle'+ 'ambiance'+ 'twinkle'+ 'sparkle'+ 'Twinkling'+ 'ambience'+ 'Bright'+ 'twinkling'+ 'Wind'+ 'chime'+ 'Ambience'+ 'Chime'+ 'wind-chimes'+ 'wind'],InspectorJ,https://creativecommons.org/licenses/by/4.0/,"My <a href=""http://www.freesound.org/people/InspectorJ/sounds/353194/"" rel=""nofollow"">""Wind Chimes, A.wav""</a> sound played four times at different speeds and pitches, then combined together for this glimmering ambience. As four sounds were combined the noise level was particularly high, though it quite ironically makes it sound like there is wind blowing in the background which I thought added a nice touch.

<b>This sound is <u>not</u> in the public domain. Please attribute/credit the sound if you use it.</b> If you would prefer to not have to give attribution, then take a look at the <b><a href=""https://www.jshaw.co.uk/inspectorj-freesound-library"" rel=""nofollow"">attribution-free license</a></b>.

An example of how you might credit is by putting this in the description/credits:
""Ambience, Wind Chimes, B.wav"" by InspectorJ (<a href=""http://www.jshaw.co.uk"" rel=""nofollow"">www.jshaw.co.uk</a>) of <a href=""http://Freesound.org"" rel=""nofollow"">Freesound.org</a>

If any of these sounds have been of help, and you are feeling charitable, please do consider<b> <a href=""http://www.freesound.org/donations/donate/"" rel=""nofollow"">donating to Freesound</a> </b>to help keep the site running (a link is also on the home page). Any donations are greatly appreciated! And for more awesome sounds, do please <b><a href=""https://www.jshaw.co.uk/libraries"" rel=""nofollow"">check out my sound libraries</a></b> or <b><a href=""https://www.jshaw.co.uk/store"" rel=""nofollow"">SFX store</a></b>.

Please comment on where you intend to use the sound, and feel free to post a link to the work where you used it if you want (I enjoy watching/listening to anything you create!)

Originally edited using ""Kontakt"" and ""Cubase"" Software on 16th November 2017.

Note: Audio quality is always better when downloaded.",30.1395,,4
411729,"Wind Chime, Tolling, A.wav",https://freesound.org/people/InspectorJ/sounds/411729/,004 - Elements,3,['Chimes'+ 'Major'+ 'chimes'+ 'Bell'+ 'Toll'+ 'bell'+ 'major'+ 'toll'+ 'Wind'+ 'chime'+ 'Chime'+ 'Tolling'+ 'tolling'+ 'wind'],InspectorJ,https://creativecommons.org/licenses/by/4.0/,"I loaded one of my wind chime samples into Kontakt, played a simple low major chord and added a ton of reverberation to create this bell-like tolling which works surprisingly effectively.

<b>This sound is <u>not</u> in the public domain. Please attribute/credit the sound if you use it.</b> If you would prefer to not have to give attribution, then take a look at the <b><a href=""https://www.jshaw.co.uk/inspectorj-freesound-library"" rel=""nofollow"">attribution-free license</a></b>.

An example of how you might credit is by putting this in the description/credits:
""Wind Chime, Tolling, A.wav"" by InspectorJ (<a href=""http://www.jshaw.co.uk"" rel=""nofollow"">www.jshaw.co.uk</a>) of <a href=""http://Freesound.org"" rel=""nofollow"">Freesound.org</a>

If any of these sounds have been of help, and you are feeling charitable, please do consider<b> <a href=""http://www.freesound.org/donations/donate/"" rel=""nofollow"">donating to Freesound</a> </b>to help keep the site running (a link is also on the home page). Any donations are greatly appreciated! And for more awesome sounds, do please <b><a href=""https://www.jshaw.co.uk/libraries"" rel=""nofollow"">check out my sound libraries</a></b> or <b><a href=""https://www.jshaw.co.uk/store"" rel=""nofollow"">SFX store</a></b>.

Please comment on where you intend to use the sound, and feel free to post a link to the work where you used it if you want (I enjoy watching/listening to anything you create!)

Originally edited using ""Kontakt"" and ""Cubase"" Software on 16th November 2017.

Note: Audio quality is always better when downloaded.",25.0209,,7
411090,"Wind Chime, Gamelan Gong, A.wav",https://freesound.org/people/InspectorJ/sounds/411090/,004 - Elements,3,['Gong'+ 'Gamelan'+ 'metal'+ 'Metal'+ 'gamelan'+ 'gong'+ 'Wind'+ 'chime'+ 'Chime'+ 'wind'],InspectorJ,https://creativecommons.org/licenses/by/4.0/,"Audio of a gamelan gong, artificially created by pitching down the strike of a single wind chime with a metal mallet, with plenty of reverberation added.

<b>This sound is <u>not</u> in the public domain. Please attribute/credit the sound if you use it.</b> If you would prefer to not have to give attribution, then take a look at the <b><a href=""https://www.jshaw.co.uk/inspectorj-freesound-library"" rel=""nofollow"">attribution-free license</a></b>.

An example of how you might credit is by putting this in the description/credits:
""Wind Chime, Gamelan Gong, A.wav"" by InspectorJ (<a href=""http://www.jshaw.co.uk"" rel=""nofollow"">www.jshaw.co.uk</a>) of <a href=""http://Freesound.org"" rel=""nofollow"">Freesound.org</a>

If any of these sounds have been of help, and you are feeling charitable, please do consider<b> <a href=""http://www.freesound.org/donations/donate/"" rel=""nofollow"">donating to Freesound</a> </b>to help keep the site running (a link is also on the home page). Any donations are greatly appreciated! And for more awesome sounds, do please <b><a href=""https://www.jshaw.co.uk/libraries"" rel=""nofollow"">check out my sound libraries</a></b> or <b><a href=""https://www.jshaw.co.uk/store"" rel=""nofollow"">SFX store</a></b>.

Please comment on where you intend to use the sound, and feel free to post a link to the work where you used it if you want (I enjoy watching/listening to anything you create!)

The sound was recorded using a ""H1 Zoom recorder"" and edited in Cubase with Kontakt 5 on 16th November 2017.

Note: Audio quality is always better when downloaded.",16.0102,,3
360448,Sea Breeze Birds Wind.wav,https://freesound.org/people/jordir/sounds/360448/,004 - Elements,3,['06'+ 'Bree'+ 'Birds'+ 'Sea'+ 'Peaceful'+ '00am'+ 'Wind'+ 'wind'],jordir,http://creativecommons.org/publicdomain/zero/1.0/,Recorded in Cala Jóncols (Catalonia) with ZOOM H4N - 48000 Khz - 24bits,87.8373,,0
256152,aWindchimes113014LincolnNe24Degrees75Hi.mp3,https://freesound.org/people/bmccoy2/sounds/256152/,004 - Elements,3,['Lincoln'+ 'Chimes'+ 'chimes'+ 'Lincoln-Nebraska'+ 'windy'+ 'Nebraska'+ 'Wind'+ 'cold'+ 'wind-chimes'+ 'wind'],bmccoy2,https://creativecommons.org/licenses/by/4.0/,"The sound of wind chimes as a northern cold front dropped the temperatures from 75 degrees Fahrenheit to 24 degrees Fahrenheit within 10 hours on November 30, 2014 in Lincoln, Nebraska.   ",245.513,,3
244961,Dark Ambience,https://freesound.org/people/PatrickLieberkind/sounds/244961/,004 - Elements,3,['Movie'+ 'Travel'+ 'Tascam'+ 'suspense'+ 'Ambience'+ 'Horror'+ 'Processing'+ 'Cinematic'+ 'Dark'+ 'Background'+ 'Scary'+ 'noise'+ 'DR-40'+ 'effect'+ 'Creepy'+ 'Audacity'+ 'Drone'+ 'Wind'+ 'Atmosphere'+ 'Ambiance'+ 'wind'+ 'Ambient'+ 'Film'],PatrickLieberkind,https://creativecommons.org/licenses/by/4.0/,"A creepy dark ambience sound made from an old recording of a big tree waving in harsh wind. I gave it a lot of reverb and roomtone and then applied a vocoder which gave it a kind of rumbling effect with a lot of bass.

HEY!
Did you find my sound useful? Consider supporting my work by donating a dollar or two through this link:

<a href=""http://www.paypal.me/lieberkind"" rel=""nofollow"">paypal.me/lieberkind</a>

It won't take long, it's super easy (via PayPal) and you'll totally make my day! ;) Thank you!",60.312,,7
612871,Arctic,https://freesound.org/people/sonically_sound/sounds/612871/,004 - Elements,3,['Glacier'+ 'Movie'+ 'Ice'+ 'freeze'+ 'Shiver'+ 'Music'+ 'cold'+ 'Polar'+ 'glacier'+ 'movie'+ 'Arctic'+ 'Frost'+ 'ice'+ 'Game'+ 'shiver'+ 'music'+ 'polar'+ 'arctic'+ 'frost'+ 'Blizard'+ 'game'+ 'Nordic'+ 'Snowstorm'+ 'Wind'+ 'Freeze'+ 'blizard'+ 'nordic'+ 'Cold'+ 'snowstorm'+ 'wind'],sonically_sound,https://creativecommons.org/licenses/by-nc/4.0/,"I had some midi files that I had made with a free app for Symbian OS (Music Box). I converted them to wave files using Format Factory, another free app for Windows. I then synthesized a wind sound effect by generating white noise and applying some effects to it. I used the free demo version of a VST plug-in, Muze, to get the reverb effect. I also applied some volume fluctuation/tremolo effect to the tune that I made with the wave files.
I request that you inform me of your purpose if you wish to use this sound for commercial purposes.",17.0,,5
417865,"Muezzin in Al Ain, United Arab Emirates with birds.m4a",https://freesound.org/people/Agim/sounds/417865/,004 - Elements,3,['Emirate'+ 'United'+ 'Hall'+ 'Vereinigte'+ 'VAE'+ 'Arab'+ 'Emirates'+ 'Wind'+ 'V'+ 'Muezzin'+ 'Arabische'+ 'UAE'+ 'birds'+ 'wind'+ 'gel'],Agim,http://creativecommons.org/publicdomain/zero/1.0/,Ein Muezzin in Al Ain 2017,182.95,24.2169095377 55.7020568848,7
540838,Storm noise,https://freesound.org/people/szegvari/sounds/540838/,004 - Elements,3,['atmosphere'+ 'general-noise'+ 'Thunder'+ 'indoor'+ 'Boom'+ 'Storm'+ 'ambient'+ 'Ambience'+ 'soundscape'+ 'Thunderstorm'+ 'Rain'+ 'atmos'+ 'ambience'+ 'noise'+ 'atmo'+ 'background'+ 'Loud'+ 'Wind'+ 'atmospheric'+ 'Weather'+ 'wind'+ 'background-sound'],szegvari,http://creativecommons.org/publicdomain/zero/1.0/,"Recorded Tascam DR-05X
SFX conversion Edited: Adobe + FXs + Mastered",27.8988,,1
540836,Temple Cave Myts Storm,https://freesound.org/people/szegvari/sounds/540836/,004 - Elements,3,['Sci-Fi'+ 'Eerie'+ 'Cave'+ 'Environment'+ 'Strange'+ 'Storm'+ 'Ambience'+ 'Temple'+ 'Horror'+ 'Amb'+ 'Rain'+ 'indoor'+ 'Sound-Design'+ 'ambience'+ 'Myts'+ 'Scary'+ 'noise'+ 'Creepy'+ 'Wind'+ 'Atmosphere'+ 'Spooky'+ 'Ambiance'+ 'Fantasy'+ 'Ambient'+ 'wind'],szegvari,http://creativecommons.org/publicdomain/zero/1.0/,"Recorded Tascam DR-05X
SFX conversion Edited: Adobe + FXs + Mastered",27.8988,,1
243628,Heavy Rain,https://freesound.org/people/lebaston100/sounds/243628/,004 - Elements,3,['heavy'+ 'raining'+ 'field-recording'+ 'shower'+ 'nature'+ 'drip'+ 'thunder'+ 'rolling-thunder'+ 'thunderstorm'+ 'rain'+ 'lightning'+ 'water'+ 'strike'+ 'weather'+ 'rainstorm'+ 'Rain'+ 'storm'+ 'ambient'+ 'ambience'+ 'thunder-storm'+ 'wind'],lebaston100,http://creativecommons.org/licenses/by/3.0/,"Heavy Rain,
recorded with a AKG C1000S",157.338,,2
